Name,Width,Height,Depth,Artist,Country,Price,Category
JTA0008-009,91.4,61,0.3,Jonathan Thomas Armstrong,United States,"$3,500",Digitals
Lost in the forest,152.4,50.8,0.1,Remedy Aquino-Nation,,"$1,080",Digitals
untitled 1,70,100,2,Rym Magdi,,$500,Digitals
My Unicow Unicorn Art,50,70,0.1,Didem Kutlu,Turkey,$200,Digitals
Nunchi,50,50,5,Daniele Chiari,Italy,$602,Digitals
Luminous Colour,76.2,50.8,0.3,Elite Art,Australia,$730,Digitals
CRUZ-DIEZ MEETS MONDRIAN,60,90,0.1,Leonardo Lima,,$480,Digitals
Write Your Story VII - 1/30(Signed and Numbered by Hand),100,150,4,Juca Máximo,Brazil,"$1,770",Digitals
Red Dragon Ride,50,50,0.3,Nikolay Devnenski,Germany,$525,Digitals
1059antique art collection,152.4,152.4,2.5,Antique Art Collection,Denmark,"$13,000",Digitals
1049antique art collection,121.9,152.4,2.5,Antique Art Collection,Denmark,"$10,000",Digitals
La Femme de Gauguin,21,29.7,0,Isabella Thermes,Germany,$250,Digitals
fish or face,40,56,0.2,Inessa Smirnova   -    Inna Arm,Greece,$940,Digitals
Arborescence,240,120,15,Jean-Philippe Deugnier,France,"$11,250",Digitals
landscape of envy,80,100,1,Norman ritchie,Chile,"$1,560",Digitals
Blue noise I,29.4,21,0.1,Christian Fromhein,Germany,$401,Digitals
Black noise III,29.4,21,0.1,Christian Fromhein,Germany,$401,Digitals
Blue noise II,21,21.4,0.1,Christian Fromhein,Germany,$401,Digitals
Road Of Colours,91,91,0.1,Damola Eniola,Nigeria,"$1,620",Digitals
Gold Roses,25.4,38.1,0.2,Dara M Wilson,United States,$265,Digitals
Christmas Tree Watercolor art,30.5,44.7,2.5,Phan Thuy Dung,,$710,Digitals
With the disappearing family_11,170,110,0.3,BONGUK LEE,South Korea,"$5,650",Digitals
Fusiks are celebrating,7.5,5,2,Bohdana Zubchenko,Finland,$150,Digitals
riot,50,50,5,Daniele Chiari,Italy,"$1,060",Digitals
Binary # 00110010 - Minimalist Black and White - Print,83.8,58.4,0.3,Paul Manwaring,United Kingdom,$246,Digitals
ABSTRACT ART FACE FRAMED #039,90,120,0.1,Diogo Areas Galeria,Brazil,"$1,810",Digitals
me first and above all,80,120,5,Virtual Empire Is Dead,Italy,"$1,160",Digitals
Europe 12 x 12 2,111.8,111.8,2.5,Howard Spector,United States,"$2,420",Digitals
Flamethrower,66,66,0.3,Richie Kirui,Kenya,$940,Digitals
Brown Lines,10403.8,10403.8,2.5,Marcelo Schatzmann,,"$1,430",Digitals
Black Goat 2,35,30,2,Mary Ruggeri,United Kingdom,$330,Digitals
Scorpion King picasso Style Digital Drawing  0027,40,40,5,Timotius Suwarsito,Indonesia,$170,Digitals
Fantastic Expectations,40,50,0.5,Sheena Lennox,United Kingdom,$760,Digitals
10.09.2010,40,30,0,isa levy,United Kingdom,$160,Digitals
"better to walk like a goat than a tiger, the goats goats for sale",50,70,3,saifeddin salim,Turkey,$230,Digitals
Play me something in between,47,35,0.1,Viktor Samandov,,$570,Digitals
Red noise II,21,29.4,0.1,Christian Fromhein,Germany,$401,Digitals
The snake woman,60,90,2,The vanilla croissantVip Person,Bulgaria,"$1,460",Digitals
"TIGER, TIGER",100,80,2,Fred Juergen Rogner,Germany,"$2,710",Digitals
Barry On The WC,50,70,0.2,Jaume Serra Cantallops,Spain,$510,Digitals
Papeete,60,91,3,Caroline Alexandre,,$920,Digitals
H2O Moving On,59.4,59.4,0.2,Hristo Yordanov,United Kingdom,$590,Digitals
ORPHIC #3,58.4,83.8,0.3,Paul Manwaring,United Kingdom,$199,Digitals
1t-Van Gogh.,40,60,0.1,CARMEN LUNA,Spain,$490,Digitals
swinging birds,70,50,0.5,Feyza Soydan Yazici,Turkey,$480,Digitals
Berlin Copenhagen 30,111.8,111.8,2.5,Howard Spector,United States,"$2,420",Digitals
Confusion. Frustrate 04 Fine Art print,594,420,0.1,Monya Maxwell,South Africa,"$1,150",Digitals
Bubbles,76.2,50.8,0.3,Elite Art,Australia,$890,Digitals
A Splash Of Colour,76.2,50.8,0.3,Elite Art,Australia,$975,Digitals
Centered - Limited Edition of 25,55.9,73.7,0.3,Herman Mhire,United States,"$1,080",Digitals
1056antique art collection,121.9,152.4,2.5,Antique Art Collection,Denmark,"$16,000",Digitals
Crypto Yeezy 05_SOS_2022_Me,43.2,43.2,0.3,ANDY H JUNg,South Korea,$269,Digitals
Madonna Vila (1 of 10),56,86,0.1,Dima Antonov,,$580,Digitals
Colours and emotions,61,61,0.3,Divakar Patel,,$480,Digitals
Hydrangeas,7,5,0.1,Isabella Sunday,United States,$220,Digitals
Girls4,30,40,1,Tatiana Trippett,United Kingdom,$940,Digitals
Blue squares,76.2,76.2,2.5,Oscar Gml,Mexico,$580,Digitals
Expressionist 14 — 2016,100,100,0.1,Tevfik Raja,,"$1,410",Digitals
Play Dead,40,40,0.1,Dex X,United Kingdom,$205,Digitals
The ocean of stars,150,262.5,1,João Luiz Belo de Moraes,Brazil,$310,Digitals
With the disappearing family_001,120,114,0.3,BONGUK LEE,South Korea,"$2,710",Digitals
Lamees Lovebirds LLB13,39.6,62.2,0.3,Lamees Alhassar,Bahrain,$580,Digitals
"The Indifferent (From the series ""The Divine Comedy"")",62.7,39.9,0.3,Klaus Rudolph,Germany,$740,Digitals
horse,61,91.4,5.1,Rinto Francis,India,$220,Digitals
Rose in Cooper,50,50,3,Claudio Javier Feldman Pincas,Belgium,"$1,360",Digitals
Landscape of the Megaliths - Modern Abstract Art Print,83.8,58.4,0.3,Paul Manwaring,United Kingdom,$279,Digitals
Pious - Van Gogh - Limited Edition of 5,61,61,0.3,Ekow Brew,Ghana,$940,Digitals
1927 - Limited Edition of 1,69.8,80,0.3,José Luis Guerrero,Mexico,"$1,360",Digitals
Structure Recreated - Limited Edition of 1,48.3,71.1,0.3,Rachelmauricio Castro,Brazil,$580,Digitals
Lovestruck,80,120,0.1,Petra Brnardic,Croatia,"$3,630",Digitals
Sensory Saturation,51,65,1,Petra Brnardic,Croatia,"$3,580",Digitals
The Speed Queen,39.7,43,2,Isabella Thermes,Germany,$380,Digitals
Strata,55.9,73.7,0.3,Herman Mhire,United States,"$1,080",Digitals
untitled 18,50,70,2,Rym Magdi,,$450,Digitals
Poppy medow,42,60,1,Svein Ove Hareide,,$180,Digitals
Under Currents,121.9,61,5.1,John Hudson,United States,"$2,160",Digitals
Victorian Gentleman N2,100,100,0.1,Igor Zeiger,Israel,"$1,800",Digitals
Something Unknown,25.4,25.4,1.8,David Mew,United States,$495,Digitals
My Colorful Africa #22,101.6,152.4,2.5,Gabriel Pevide,United States,"$1,060",Digitals
Girls4 a,30,40,1,Tatiana Trippett,United Kingdom,"$1,380",Digitals
Rose in Cooper,50,50,3,Claudio Javier Feldman Pincas,Belgium,"$1,360",Digitals
Landscape of the Megaliths - Modern Abstract Art Print,83.8,58.4,0.3,Paul Manwaring,United Kingdom,$279,Digitals
Pious - Van Gogh - Limited Edition of 5,61,61,0.3,Ekow Brew,Ghana,$940,Digitals
1927 - Limited Edition of 1,69.8,80,0.3,José Luis Guerrero,Mexico,"$1,360",Digitals
Structure Recreated - Limited Edition of 1,48.3,71.1,0.3,Rachelmauricio Castro,Brazil,$580,Digitals
Lovestruck,80,120,0.1,Petra Brnardic,Croatia,"$3,630",Digitals
Sensory Saturation,51,65,1,Petra Brnardic,Croatia,"$3,580",Digitals
The Speed Queen,39.7,43,2,Isabella Thermes,Germany,$380,Digitals
Strata,55.9,73.7,0.3,Herman Mhire,United States,"$1,080",Digitals
untitled 18,50,70,2,Rym Magdi,,$450,Digitals
Poppy medow,42,60,1,Svein Ove Hareide,,$180,Digitals
Under Currents,121.9,61,5.1,John Hudson,United States,"$2,160",Digitals
Victorian Gentleman N2,100,100,0.1,Igor Zeiger,Israel,"$1,800",Digitals
Something Unknown,25.4,25.4,1.8,David Mew,United States,$495,Digitals
My Colorful Africa #22,101.6,152.4,2.5,Gabriel Pevide,United States,"$1,060",Digitals
Girls4 a,30,40,1,Tatiana Trippett,United Kingdom,"$1,380",Digitals
Blue Leopard,30,30,0.1,Montserrat Barbera Pujol,Spain,$580,Digitals
Geometric beighe rhombus grid,100,70,0.1,Diana Editoiu,Romania,$580,Digitals
SYMBIOSIS,60,80,8,Sara Lisa,France,"$2,250",Digitals
A Touch of Blue,63.5,63.5,1,Kin Karol Fetalver,Philippines,$820,Digitals
JTA0008-008,91.4,61,0.3,Jonathan Thomas Armstrong,United States,"$3,500",Digitals
Merlin the Magician 2,36,68,1,Norman Clark,France,$175,Digitals
Anima Animus 2,40,40,1,Norman Clark,France,$420,Digitals
Autumn Leaves,76.2,50.8,0.3,Elite Art,Australia,$640,Digitals
Write your Story IX Infogravure 1/30(Signed and Numbered by Hand),100,100,2,Juca Máximo,Brazil,"$1,010",Digitals
windows of the future,3810,3048,0.3,Waldemir Espindola,,$570,Digitals
Chimpancé,27.5,27.5,2.5,Jeronimo Mejia Torres,Colombia,$370,Digitals
Glass and Waves,10403.8,10403.8,2.5,Marcelo Schatzmann,,"$1,430",Digitals
Vegetable Coup. Onion One.,30,40.1,0.5,Yulia Andreeva,Bulgaria,$200,Digitals
Study for a Crucifixion 003,40,60,2,Alexander Van Glitch,Italy,$940,Digitals
1043antique art collection,121.9,152.4,2.5,Antique Art Collection,Denmark,"$16,000",Digitals
THE RENEGADE RED SUN VERSION,3810,4051.3,4051.3,DIAMOND Wems,,"$1,116",Digitals
Gene Simmons (Kiss),91.4,61,0.3,Alex Loskutov,United States,$220,Digitals
untitled,163,92,1,Alina Firica,Romania,$458,Digitals
Ikigai dreams 2,38.1,63.5,0.3,Giulia De Martino,Italy,$180,Digitals
Four,30,40,0.1,Manuel Valle,Colombia,$320,Digitals
Cool,100,100,0.5,Ellen Novara-da Lima,Netherlands,"$2,710",Digitals
Hitaa,60,91,3,Caroline Alexandre,,$920,Digitals
The gaze,29,41,0.1,Igor Zeiger,Israel,$499,Digitals
Japan 12 x 12 27,101.6,101.6,2.5,Howard Spector,United States,"$2,170",Digitals
Ice Place,10403.8,10403.8,2.5,Marcelo Schatzmann,,"$1,430",Digitals
Lop-eared boy,130,130,0.1,Oxana Dubovik,Latvia,"$2,550",Digitals
The Dance Of The Fall,63.5,45.7,0.5,HOAI NGUYEN,,"$1,080",Digitals
Portrait of dancer,55.9,68.6,0.3,Devine Arts,India,"$5,066",Digitals
MEDUSA #5,121.9,121.9,0.3,Serge Tardif,Canada,"$1,430",Digitals
"Zones Urbaines, Venise - (Inkjet Print)",121.9,121.9,0.3,Serge Tardif,Canada,"$1,430",Digitals
Encanto - Limited Edition of 10,33.3,50,0.3,Ernesto Navarro,Colombia,$950,Digitals
Desire,55,74,1,Petra Brnardic,Croatia,"$3,010",Digitals
Rapture,62,80,1,Petra Brnardic,Croatia,"$3,830",Digitals
Birds - Gond Folk Art,76.2,76.2,0.3,Satyakam Garg,India,"$3,870",Digitals
Crypto McQueen 07_SOS_2022_Me,43.2,43.2,0.3,ANDY H JUNg,South Korea,$269,Digitals
Digital Circle Number Nine,91.4,91.4,0.3,Paul Manwaring,United Kingdom,$220,Digitals
5. See if it mutates,86.4,86.4,0.1,Mohammad Oweini,Lebanon,"$4,270",Digitals
Different Life,100,50,1,Marcela Bencek,Croatia,$660,Digitals
Mahsa Amini - Iran Free Women (Version no1),93.6,90,0.1,Mario Ubaldino,Italy,$730,Digitals
Enhanced checkerboard IV,21,29.4,0.1,Christian Fromhein,Germany,$231,Digitals
The unconsciously,80,60,1,Jovana Braletić,Serbia,$320,Digitals
Dying Irises,61,91.4,1.8,Rene Smoller,,"$1,800",Digitals
ABSTRACT ART FACE FRAMED #046,90,120,0.1,Diogo Areas Galeria,Brazil,"$1,810",Digitals
Entracte,35,42,3,Debora Barnaba,Italy,$760,Digitals
Study of Edie Sedgwick,40.6,40.6,0.3,Juliana Rodríguez,United States,$880,Digitals
Fusik with a new friend giraffe,7.5,5,2,Bohdana Zubchenko,Finland,$150,Digitals
Lady in Red,25.4,33,0.1,Vincent S Coster,United Kingdom,$380,Digitals
Dalia,90,60,0.1,Tobias Ginski,,$990,Digitals
Confusion. Frustrate 05 Fine Art print,420,594,0.1,Monya Maxwell,South Africa,"$1,150",Digitals
Egg Yolk Through Refracted Glass,76.2,101.6,0.3,Rennikki Art,Puerto Rico,$660,Digitals
Pipe Smoking Woman by Union Jack,100,111.3,0.1,Mario Ubaldino,Italy,$940,Digitals
"Zones Urbaines, New-York - (Inkjet Print)",121.9,121.9,0.3,Serge Tardif,Canada,"$1,430",Digitals
Vincent #1281 - Limited Edition of 1,80,80,3,Sait Mingü,Turkey,"$3,275",Digitals
1520 - Limited Edition of 1,69.8,80,0.3,José Luis Guerrero,Mexico,"$1,360",Digitals
Augmented Reality Bunny Skull - Limited Edition of 1,50,50,0.2,Francesca Fini,Italy,"$1,260",Digitals
Tulum,61,81.3,2.5,Kareena Roo,Mexico,$524,Digitals
NOWA.I.PAINT_2022_B12_02,60,100,0.2,Tibor Andriska,Hungary,$580,Digitals
Unconsciously,60,80,1,Jovana Braletić,Serbia,$190,Digitals
11.09.2010,40,30,0,isa levy,United Kingdom,$160,Digitals
SNAKE OIL 250 MG,42,59,0.1,Jonathan Wain,,$195,Digitals
cuffed*,76.2,96.5,0.2,Luciano Guerra,United States,"$5,156",Digitals
Divine Feminine,52,52,0.3,Andres Wiest,United States,$880,Digitals
A Beautiful Digital Artwork,40.3,18.1,4,Masud Rana Parvaz,,"$2,190",Digitals
FORCED LIGHT 6,60,60,0.1,Paul Harrison,,$975,Digitals
Horse in Meta,100,100,2.5,Paolo Ferraina,Italy,"$1,560",Digitals
Flatland #2,103,103,4.2,Stephen Griffin,Australia,"$5,350",Digitals
Presidio Sunset,21.6,27.9,0.2,Moya Devine,United States,$210,Digitals
Hagen,89,116,3,Urban Tag,France,"$2,560",Digitals
Armonía,43.2,27.9,0,Fernando Flores,Mexico,$900,Digitals
Weirdcore space,48.3,22.9,0.3,Mohamed Hussien,Egypt,$270,Digitals
Doralice III - Infogravure 1/30(Signed and Numbered by Hand),75,100,4,Juca Máximo,Brazil,$860,Digitals
Lamees Lovebirds LLB9,39.6,62.2,0.3,Lamees Alhassar,Bahrain,$580,Digitals
A blast of colour,50.8,76.2,0,Andy Andy,United Kingdom,$180,Digitals
Harbor House,27.9,20.3,3.8,Katrina Mitchell-Cooper,,$615,Digitals
nature in zapallar,100,100,1,Norman ritchie,Chile,"$1,120",Digitals
Eclipse of the Sunflower Print - Abstract Art,83.8,58.4,0.3,Paul Manwaring,United Kingdom,$246,Digitals
P. malariae 2,29.7,42,0.2,Hristo Yordanov,United Kingdom,$260,Digitals
revolution of youth,43.2,55.9,1.3,Waruni Karunarathne,,$290,Digitals
260,297,420,0.1,Tibor Hunka,Hungary,$240,Digitals
Rose 4 in Cooper colour,50,50,3,Claudio Javier Feldman Pincas,Belgium,"$1,360",Digitals
Joy of Spring - Giclee Print,83.8,58.4,0.3,Paul Manwaring,United Kingdom,$279,Digitals
Metallic Canvas with Floating Frame | Pattern No. 29,101.6,101.6,2.5,Wayne Pegg,United Kingdom,$980,Digitals
"Zones Urbaines, Rome - (Inkjet Print)",121.9,121.9,0.3,Serge Tardif,Canada,"$1,430",Digitals
Rising Tide - Limited Edition of 25,55.9,73.7,0.3,Herman Mhire,United States,"$1,080",Digitals
KALABENDU #4,40,60,0.5,Indra Kusumah,Indonesia,$480,Digitals
Android,55.9,73.7,0.3,Herman Mhire,United States,"$1,080",Digitals
The perch,53,53,3,Caroline David,France,$580,Digitals
Candlelight,45,30,0.1,João Pedro Fischer,Spain,$250,Digitals
Simple Green Flow,61,81.3,0.3,Color out of Place,Canada,"$1,330",Digitals
Sowing Still 7,50.8,50.8,0.1,Aimee Timpson,Australia,$220,Digitals
Komorebi,50,50,5,Daniele Chiari,Italy,"$1,060",Digitals
Lake Mermaid Washed Ashore,86.4,64.8,0.3,Jordana Johnson,,$140,Digitals
Investigation of Ambivalence,61,76.2,2.8,David Mew,United States,"$1,100",Digitals
ROSE PRINT IN FRAME,60,80,3,paulicia olivier,,$210,Digitals
Il ciclo della vita / The Cycle of Life (#5),80,80,0.2,Marco Mattiuzzi,Italy,"$1,360",Digitals
Untitled02,29.7,42,2.5,Joanna Macgregor,Nigeria,$150,Digitals
Heron,91,91,0.1,Erkan Cerit,Turkey,$750,Digitals
picasso Style Digital Drawing potrait 0023,50,50,5,Timotius Suwarsito,Indonesia,$220,Digitals
Metallic Canvas with Floating Frame | Pattern No. 38,101.6,101.6,2.5,Wayne Pegg,United Kingdom,$980,Digitals
God Deliver me from the Masks,90,126.6,0.1,Mario Ubaldino,Italy,"$1,000",Digitals
Monocles - Van Gogh - Limited Edition of 5,61,61,0.3,Ekow Brew,Ghana,$940,Digitals
VG (Vincent #1228) - Limited Edition of 5,61,61,0.3,Donald Okudu,Nigeria,"$1,500",Digitals
Van Gogh Nineteen - Limited Edition of 1,100.1,106.4,0.3,Massimo Magee,United Kingdom,"$1,140",Digitals
Spotify - Limited Edition of 25,55.9,73.7,0.3,Herman Mhire,United States,"$1,080",Digitals
Cognitive Topographs - Coloured Emotions_Pleasure,91.4,71.1,0.3,Aatmica Ojha,United States,$534,Digitals
Unconsciously,80,60,1,Jovana Braletić,Serbia,$210,Digitals
Limited Edition: Mouthwash #4,70,100,0.1,R - three three eerht - US art,United Kingdom,$499,Digitals
FREEDOM Worn For Us.,102.4,118.9,0.3,Kenneth Boa-Amponsem,Ghana,$307,Digitals
Verde,61,81.3,2.5,Kareena Roo,Mexico,$524,Digitals
FIGA II,50,70,0.2,Jaume Serra Cantallops,Spain,$510,Digitals
Six,25,44,0.1,Manuel Valle,Colombia,$320,Digitals
Five,30,40,0.1,Manuel Valle,Colombia,$320,Digitals
The Lady of the Lake 3,40,40,1,Norman Clark,France,$152,Digitals
urban intervention,150,200,1,Norman ritchie,Chile,"$1,560",Digitals
S.FRZ.003,24,24,0,yunus emre sarı,Turkey,$240,Digitals
Old news,50.8,40.6,0.3,Martin Fry,United Kingdom,$935,Digitals
Martín Pescador,29.7,21,0.1,Natalia Mariel González,Argentina,"$2,710",Digitals
February's Arrow,121.9,45.7,2.5,Mike Martinet,United States,$445,Digitals
Brigitte,80,100,0.1,Ronaldo Weigand,Brazil,$940,Digitals
Unpredictable Way - Limited Edition of 1,55.9,50.8,0.3,Rachelmauricio Castro,Brazil,$580,Digitals
The Fiery Man - Van Gogh - Limited Edition of 5,61,61,0.3,Ekow Brew,Ghana,$940,Digitals
Vegetable Coup. Eggplants. Pattern Four.,40.1,30,0.5,Yulia Andreeva,Bulgaria,$200,Digitals
1005antique art collection,127,177.8,2.5,Antique Art Collection,Denmark,"$16,000",Digitals
Waiting for the Rain to End – Digital Artwork - Metallic Limited,120,120,4,Vanessa Stefanova,Australia,"$1,620",Digitals
8.10.2010,40,30,0,isa levy,United Kingdom,$160,Digitals
Mahsa Amini - Iran Free Women (Version no3),93.6,90,0.1,Mario Ubaldino,Italy,$730,Digitals
Standing Ovation,61,91.4,63.5,Tomiwa Adelagun,Nigeria,$710,Digitals
Rys V,21,29.4,0.1,Christian Fromhein,Germany,$271,Digitals
Black noise IV,29.4,21,0.1,Christian Fromhein,Germany,$401,Digitals
Gohan digital artwork,13,15,0.1,Biswajit Mahanto,,$150,Digitals
nothing - 1,80,40,1,Omar M,,"$2,210",Digitals
August,76.2,76.2,2,Kin Karol Fetalver,Philippines,"$1,059",Digitals
Dreaming of Paris,61,91.4,1.8,Rene Smoller,,"$1,800",Digitals
Dizzy,76.2,76.2,2.5,Oscar Gml,Mexico,$480,Digitals
BOSS,66,55.9,1.3,Michael D'Angelo,Canada,"$2,110",Digitals
Feel The Heat - Diptych,125,125,3,Lynne Godina-Orme,Australia,"$1,500",Digitals
Mountain at night,101.6,76.2,0,Andy Andy,United Kingdom,$180,Digitals
Girls,90,60,0.1,Tobias Ginski,,$990,Digitals
Behind The Shadows - Diptych,125,125,3,Lynne Godina-Orme,Australia,"$1,500",Digitals
Apollo,297,420,1,Augustus Firestone,Australia,"$1,200",Digitals
T2,29.7,42,96,Alexandre Odikadze,,$200,Digitals
At Ivy Cross (Shaftesbury),27.9,20.3,1.3,Vincent S Coster,United Kingdom,$260,Digitals
forest shade,40,60,0.1,Leonardo Lima,,$320,Digitals
KONG 1,18,27,0.2,Freegar Net,Mexico,$250,Digitals
Hey mom! I had my first trip on lsd! Landing in a new dimension.,50.8,50.8,0.2,Bartłomiej Kopczyński,Poland,"$6,450",Digitals
Kamashetra: Energydome 2,91.4,43.2,0.3,Nipun Mohan,India,$530,Digitals
One Colourful Tree,50.8,76.2,0.3,Elite Art,Australia,"$1,300",Digitals
THE STORM - Limited Edition of 10,91.4,91.4,0.3,Paul Manwaring,United Kingdom,$289,Digitals
Circuit - Limited Edition of 25,55.9,73.7,0.3,Herman Mhire,United States,"$1,080",Digitals
Melpomena,38,50,1,Petra Brnardic,Croatia,"$2,970",Digitals
Veronica,47,60,0.1,Petra Brnardic,Croatia,"$2,870",Digitals
1053antique art collection,121.9,152.4,2.5,Antique Art Collection,Denmark,"$37,000",Digitals
1039antique art collection,121.9,152.4,2.5,Antique Art Collection,Denmark,"$16,000",Digitals
1008 antique art collection,101.6,177.8,2.5,Antique Art Collection,Denmark,"$13,000",Digitals
Deranged No.1,84.1,118.9,0.2,Victor Olewunne,,"$1,000",Digitals
molecular landscape,100,100,1,Norman ritchie,Chile,"$1,510",Digitals
Capfico II (Cala de Roca),70,50,2,Jaume Serra Cantallops,Spain,"$1,140",Digitals
FORCED LIGHT 7,60,60,0.1,Paul Harrison,,$975,Digitals
Blue noise II,29.4,21,0.1,Christian Fromhein,Germany,$401,Digitals
planimetry of a chaos,80,80,1,Norman ritchie,Chile,"$1,410",Digitals
Des milliers de ronds dans l'eau - Abstract limited edition print,91.4,61,0.3,Chantal Proulx,Canada,$415,Digitals
(): Lemon,20,20,0.3,JUN D,United Kingdom,$160,Digitals
34th Street,100,100,1,Ellen Novara-da Lima,Netherlands,"$2,710",Digitals
VOLVE,60,90,0.1,Leonardo Lima,,$530,Digitals
Fatima Jinnah,50.8,40.6,0.3,Mehrooz Waseem,Pakistan,$225,Digitals
Jaguar,91.4,61,5.1,Rinto Francis,India,$180,Digitals
Metallic Canvas with Floating Frame | Pattern No. 67,101.6,101.6,2.5,Wayne Pegg,United Kingdom,$980,Digitals
Praying for a rain,50,50,0.3,Nikolay Devnenski,Germany,$525,Digitals
Metallic Canvas with Floating Frame | Pattern No. 12,101.6,101.6,2.5,Wayne Pegg,United Kingdom,$980,Digitals
1044antique art collection,121.9,152.4,2.5,Antique Art Collection,Denmark,"$11,000",Digitals
Unconsciously,80,60,1,Jovana Braletić,Serbia,$210,Digitals
Unconsciously,80,60,1,Jovana Braletić,Serbia,$320,Digitals
history of a country in process,70,90,1,Norman ritchie,Chile,"$1,360",Digitals
Krafty #13,70,100,0.1,Eric Brocherie,France,"$1,460",Digitals
Story board with a common dialogue,100,100,1,Norman ritchie,Chile,"$1,510",Digitals
Retro by Victor,297,420,0.1,R M,Germany,$300,Digitals
Specchiato Esagonale,100,100,0.1,Antonio Angelo Lori,Italy,"$1,360",Digitals
Portal,52,52,0.3,Andres Wiest,United States,$880,Digitals
4048 - From Heavens Above,80,80,2,Jay Anton de Paris,United Kingdom,$440,Digitals
Expressionist 10 — 2016,100,100,0.1,Tevfik Raja,,"$1,410",Digitals
Expressionist 01 — 2016,100,100,0.1,Tevfik Raja,,"$1,410",Digitals
A Plain Sight,76.2,76.2,1,Kin Karol Fetalver,Philippines,"$1,059",Digitals
The Backless Portrait!,61,91.4,3.8,Aatmica Ojha,United States,$677,Digitals
S.C1.001,24,24,0.1,yunus emre sarı,Turkey,$240,Digitals
Unconsciously,80,60,1,Jovana Braletić,Serbia,$210,Digitals
Unconsciously,80,60,1,Jovana Braletić,Serbia,$320,Digitals
history of a country in process,70,90,1,Norman ritchie,Chile,"$1,360",Digitals
Krafty #13,70,100,0.1,Eric Brocherie,France,"$1,460",Digitals
Story board with a common dialogue,100,100,1,Norman ritchie,Chile,"$1,510",Digitals
Retro by Victor,297,420,0.1,R M,Germany,$300,Digitals
Specchiato Esagonale,100,100,0.1,Antonio Angelo Lori,Italy,"$1,360",Digitals
Portal,52,52,0.3,Andres Wiest,United States,$880,Digitals
4048 - From Heavens Above,80,80,2,Jay Anton de Paris,United Kingdom,$440,Digitals
Expressionist 10 — 2016,100,100,0.1,Tevfik Raja,,"$1,410",Digitals
Expressionist 01 — 2016,100,100,0.1,Tevfik Raja,,"$1,410",Digitals
A Plain Sight,76.2,76.2,1,Kin Karol Fetalver,Philippines,"$1,059",Digitals
The Backless Portrait!,61,91.4,3.8,Aatmica Ojha,United States,$677,Digitals
S.C1.001,24,24,0.1,yunus emre sarı,Turkey,$240,Digitals
Study of Kaia Gerber,58.4,58.4,0.3,Juliana Rodríguez,United States,"$1,080",Digitals
